video_id,url,titulo,likes,dislikes,salvos,downloads,duracao,comentarios,qualidade_px,canal_id,canal_nome,canal_inscritos,categorias,palavras_chave,descricao,data_postagem,visibilidade,playlist_id,playlist_nome,idioma
Dg9vWsFeoyc,https://www.youtube.com/watch?v=Dg9vWsFeoyc,Erros comuns em Produtividade e como evitar (49),82232,6765,26894,15453,00:58:54,1020,2160,UC1000000214,Canal Produtividade 01,211005,Finanças,brasil;economia;educação;saúde;rotina,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver erros comuns em produtividade e como evitar (49) com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Produtividade 01. Novos vídeos toda semana.",2024-02-26,PUBLICO,PL100000369,Produtividade — Série 3,pt-BR
H9yFJMCMKA-,https://www.youtube.com/watch?v=H9yFJMCMKA-,Como melhorar em Produtividade (dicas rápidas) [50],125777,4480,18791,24883,00:27:56,4799,720,UC1000000214,Canal Produtividade 01,211005,Fitness,receita;django;tecnologia;iniciante,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver como melhorar em produtividade (dicas rápidas) [50] com exemplos diretos. Canal: Canal Produtividade 01. Novos vídeos toda semana.",2025-01-15,PUBLICO,PL100000158,Produtividade — Série 1,pt-BR
EFgCDgm0Q8m,https://www.youtube.com/watch?v=EFgCDgm0Q8m,Produtividade na prática — episódio 51,1358,80,243,102,00:52:36,164,720,UC1000000214,Canal Produtividade 01,211005,Educação;Tecnologia;Viagem,brasil;viagem;ciência;tutorial;como fazer,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver produtividade na prática — episódio 51 com exemplos diretos. Canal: Canal Produtividade 01. Novos vídeos toda semana.",2023-06-15,PUBLICO,PL100000286,Produtividade — Série 2,pt-BR
ebMnQK6_r7I,https://www.youtube.com/watch?v=ebMnQK6_r7I,Produtividade na prática — episódio 52,212025,1331,84972,6101,00:01:57,25911,720,UC1000000214,Canal Produtividade 01,211005,Ciência ; Música ; Culinária ; Ciência,ciência;tecnologia;treino;python;rotina;economia;passo a passo;notícias,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Produtividade 01. Novos vídeos toda semana. Neste vídeo, você vai ver produtividade na prática — episódio 52 com exemplos diretos.",2024-05-09,PUBLICO,PL100000158,Produtividade — Série 1,pt-BR
5IQMbHUEhp7,https://www.youtube.com/watch?v=5IQMbHUEhp7,Como melhorar em Produtividade (dicas rápidas) [53],41868,4116,23054,11309,00:09:00,2416,720,UC1000000214,Canal Produtividade 01,211005,Música;Humor;Culinária,aula;django;viagem;produtividade;receita;python;empreendedorismo,"Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver como melhorar em produtividade (dicas rápidas) [53] com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Produtividade 01. Novos vídeos toda semana.",2021-10-10,PUBLICO,PL100000369,  ,pt-BR
5UjohztvP4o,https://www.youtube.com/watch?v=5UjohztvP4o,Produtividade na prática — episódio 54,187935,2979,58390,29716,00:10:00,14968,1440,UC1000000214,Canal Produtividade 01,211005,Finanças,educação;games;avançado;viagem;dicas;treino;iniciante,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Produtividade 01. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver produtividade na prática — episódio 54 com exemplos diretos.",2025-06-26,PUBLICO,PL100000369,Produtividade — Série 3,pt-BR
hi8eK0xr1VW,https://www.youtube.com/watch?v=hi8eK0xr1VW,Erros comuns em Produtividade e como evitar (55),227965,24739,44743,70687,00:10:04,11395,360,UC1000000214,Canal Produtividade 01,211005,Finanças,rotina;aula;viagem;2025;dicas;música;avançado,"Neste vídeo, você vai ver erros comuns em produtividade e como evitar (55) com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Produtividade 01. Novos vídeos toda semana.",2024-12-18,PUBLICO,PL100000158,Produtividade — Série 1,pt-BR
Jyoe1cEAime,https://www.youtube.com/watch?v=Jyoe1cEAime,Erros comuns em Produtividade e como evitar (56),156705,1595,1449,7678,00:37:50,7075,360,UC1000000214,Canal Produtividade 01,211005,Finanças,2025;notícias;viagem;carreira;economia;games,"Canal: Canal Produtividade 01. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver erros comuns em produtividade e como evitar (56) com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2020-08-09,PRIVADO,PL100000286,Produtividade — Série 2,pt-BR
hw2_gSWO10t,https://www.youtube.com/watch?v=hw2_gSWO10t,Como melhorar em Produtividade (dicas rápidas) [57],98686,4406,27831,2365,00:56:00,944,1440,UC1000000214,Canal Produtividade 01,211005,Notícias;Finanças,aula;treino;2025;iniciante;2024;economia;tecnologia;passo a passo,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver como melhorar em produtividade (dicas rápidas) [57] com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Produtividade 01. Novos vídeos toda semana.",2025-01-02,PUBLICO,PL100000369,Produtividade — Série 3,pt-BR
fjyB9AQMbBy,https://www.youtube.com/watch?v=fjyB9AQMbBy,Produtividade: guia completo #58,195789,31386,91177,13402,00:28:04,21077,720,UC1000000214,Canal Produtividade 01,211005,Vlogs;Finanças,avançado;iniciante;receita;rotina;saúde;django,"Canal: Canal Produtividade 01. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver produtividade: guia completo #58 com exemplos diretos.",2022-08-04,PUBLICO,PL100000369,Produtividade — Série 3,pt-BR
CscH1LtzQDW,https://www.youtube.com/watch?v=CscH1LtzQDW,Top 7 truques de Produtividade — edição 59,218461,9021,44245,16011,00:50:23,16075,1080,UC1000000214,Canal Produtividade 01,211005,Humor,como fazer;aula;viagem;brasil;saúde;humor,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Produtividade 01. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver top 7 truques de produtividade — edição 59 com exemplos diretos.",2019-11-01,PRIVADO,PL100000286,Produtividade — Série 2,pt-BR
rDitbB6Vh9-,https://www.youtube.com/watch?v=rDitbB6Vh9-,Produtividade: guia completo #60,1733,105,135,293,00:02:10,178,2160,UC1000000214,Canal Produtividade 01,211005,Culinária;Tecnologia,rotina;aula;2025;2024,"Neste vídeo, você vai ver produtividade: guia completo #60 com exemplos diretos. Canal: Canal Produtividade 01. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois.",2023-06-14,PUBLICO,PL100000158,Produtividade — Série 1,en
kelZWW8hbvk,https://www.youtube.com/watch?v=kelZWW8hbvk,Erros comuns em Tecnologia no cotidiano e como evitar (1),221598,10855,12499,5577,00:16:41,9286,1080,UC1000001381,Canal Tecnologia no cotidiano 02,2055501,Educação;Tecnologia,humor;brasil;carreira;educação;tutorial;como fazer,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Tecnologia no cotidiano 02. Novos vídeos toda semana. Neste vídeo, você vai ver erros comuns em tecnologia no cotidiano e como evitar (1) com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2025-08-01,PUBLICO,PL100001199,Tecnologia no cotidiano — Série 1,pt-PT
MuEXQXrkSgm,https://www.youtube.com/watch?v=MuEXQXrkSgm,Erros comuns em Tecnologia no cotidiano e como evitar (2),60855,5580,20115,12999,00:53:48,2239,1080,UC1000001381,Canal Tecnologia no cotidiano 02,2055501,Música;Jogos,treino;python;como fazer;educação;carreira;games;humor;passo a passo,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Tecnologia no cotidiano 02. Novos vídeos toda semana. Neste vídeo, você vai ver erros comuns em tecnologia no cotidiano e como evitar (2) com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2019-12-03,PUBLICO,PL100001199,Tecnologia no cotidiano — Série 1,pt-BR
XOUnlaN4UIn,https://www.youtube.com/watch?v=XOUnlaN4UIn,Tecnologia no cotidiano na prática — episódio 3,22884,919,6685,183,00:25:09,2445,1440,UC1000001381,Canal Tecnologia no cotidiano 02,2055501,Notícias;Educação,python;treino;música;passo a passo;viagem;brasil,"Canal: Canal Tecnologia no cotidiano 02. Novos vídeos toda semana. Neste vídeo, você vai ver tecnologia no cotidiano na prática — episódio 3 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas.",2023-04-09,PUBLICO,PL100001199,Tecnologia no cotidiano — Série 1,pt-BR
iv3J1M9jUGF,https://www.youtube.com/watch?v=iv3J1M9jUGF,Erros comuns em Tecnologia no cotidiano e como evitar (4),155662,15003,9983,1620,00:23:40,12448,720,UC1000001381,Canal Tecnologia no cotidiano 02,2055501,Jogos;Notícias,aula;avançado;economia;produtividade;empreendedorismo;2024;saúde;notícias,"Neste vídeo, você vai ver erros comuns em tecnologia no cotidiano e como evitar (4) com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Tecnologia no cotidiano 02. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas.",2022-04-08,PUBLICO,,,pt-BR
FPWJYUozxd7,https://www.youtube.com/watch?v=FPWJYUozxd7,Tecnologia no cotidiano na prática — episódio 5,114938,22702,6703,4560,00:44:14,2069,2160,UC1000001381,Canal Tecnologia no cotidiano 02,2055501,Humor,games;treino;passo a passo;django;produtividade;saúde;carreira,"Neste vídeo, você vai ver tecnologia no cotidiano na prática — episódio 5 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Tecnologia no cotidiano 02. Novos vídeos toda semana.",2025-02-04,PUBLICO,PL100001348,Tecnologia no cotidiano — Série 3,en
knFTvfZQ3nb,https://www.youtube.com/watch?v=knFTvfZQ3nb,Tecnologia no cotidiano: guia completo #6,67826,4249,22533,7303,00:26:32,5566,1440,UC1000001381,Canal Tecnologia no cotidiano 02,2055501,Finanças;Culinária;Jogos,saúde;review;avançado;python,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Tecnologia no cotidiano 02. Novos vídeos toda semana. Neste vídeo, você vai ver tecnologia no cotidiano: guia completo #6 com exemplos diretos.",2022-11-27,PUBLICO,PL100001238,Tecnologia no cotidiano — Série 2,pt-BR
S8m45OiMfoc,https://www.youtube.com/watch?v=S8m45OiMfoc,Como melhorar em Tecnologia no cotidiano (dicas rápidas) [7],NaN,1.346,31970,36169,00:11:55,-1,1080,UC1000001381,Canal Tecnologia no cotidiano 02,2055501,Notícias,como fazer;tecnologia;educação;python;treino,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Tecnologia no cotidiano 02. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver como melhorar em tecnologia no cotidiano (dicas rápidas) [7] com exemplos diretos.",2024-01-16,PUBLICO,PL100001199,Tecnologia no cotidiano — Série 1,pt-BR
JinxUPz6oH-,https://www.youtube.com/watch?v=JinxUPz6oH-,Top 7 truques de Tecnologia no cotidiano — edição 8,167538,6367,38469,5766,00:58:43,2826,2160,UC1000001381,Canal Tecnologia no cotidiano 02,2055501,Fitness;Viagem;Ciência,educação;aula;economia;review,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver top 7 truques de tecnologia no cotidiano — edição 8 com exemplos diretos. Canal: Canal Tecnologia no cotidiano 02. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas.",2021-01-19,PUBLICO,PL100001348,Tecnologia no cotidiano — Série 3,pt-BR
rX2x-wv-Krx,https://www.youtube.com/watch?v=rX2x-wv-Krx,Como melhorar em Tecnologia no cotidiano (dicas rápidas) [9],220721,1756,1256,12787,00:56:39,16562,2160,UC1000001381,Canal Tecnologia no cotidiano 02,2055501,Notícias;Ciência,python;empreendedorismo;notícias;django;saúde;como fazer;passo a passo,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Tecnologia no cotidiano 02. Novos vídeos toda semana. Neste vídeo, você vai ver como melhorar em tecnologia no cotidiano (dicas rápidas) [9] com exemplos diretos.",2019-05-14,PUBLICO,PL100001238,Tecnologia no cotidiano — Série 2,pt-BR
_ooIUf4B2nF,https://www.youtube.com/watch?v=_ooIUf4B2nF,Como melhorar em Tecnologia no cotidiano (dicas rápidas) [10],229326,29473,5700,7693,00:53:56,13754,2160,UC1000001381,Canal Tecnologia no cotidiano 02,2055501,Humor;Jogos;Viagem,como fazer;produtividade;aula;games;2024;música;tutorial,"Neste vídeo, você vai ver como melhorar em tecnologia no cotidiano (dicas rápidas) [10] com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Tecnologia no cotidiano 02. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois.",2025-09-10,PUBLICO,PL100001238,Tecnologia no cotidiano — Série 2,pt-BR
Imr0hJqqFsP,https://www.youtube.com/watch?v=Imr0hJqqFsP,Tecnologia no cotidiano na prática — episódio 11,199615,25736,37842,41144,00:29:16,1237,2160,UC1000001381,Canal Tecnologia no cotidiano 02,2055501,Notícias,viagem;iniciante;empreendedorismo;receita;django;saúde;economia;carreira,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Tecnologia no cotidiano 02. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver tecnologia no cotidiano na prática — episódio 11 com exemplos diretos.",2024-02-21,PUBLICO,,,pt-BR
YB2B_IPKRq-,https://www.youtube.com/watch?v=YB2B_IPKRq-,Como melhorar em Tecnologia no cotidiano (dicas rápidas) [12],234397,3172,15059,1294,00:31:07,14018,480,UC1000001381,Canal Tecnologia no cotidiano 02,2055501,Culinária;Ciência;Fitness,ciência;humor;iniciante;passo a passo;tecnologia,"Canal: Canal Tecnologia no cotidiano 02. Novos vídeos toda semana. Neste vídeo, você vai ver como melhorar em tecnologia no cotidiano (dicas rápidas) [12] com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois.",2023-03-04,PUBLICO,PL100001348,Tecnologia no cotidiano — Série 3,pt-BR
ND2lmaB9jqC,https://www.youtube.com/watch?v=ND2lmaB9jqC,Top 7 truques de Tecnologia no cotidiano — edição 13,178253,264,15806,55353,00:48:22,580,480,UC1000001381,Canal Tecnologia no cotidiano 02,2055501,Tecnologia;Humor,economia;receita;humor;avançado,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver top 7 truques de tecnologia no cotidiano — edição 13 com exemplos diretos. Canal: Canal Tecnologia no cotidiano 02. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas.",2020-08-08,PUBLICO,PL100001199,Tecnologia no cotidiano — Série 1,pt-BR
